Gene name,GO domain,GO term accession
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
CACNA1C,molecular_function,GO:0005515
CACNA1C,cellular_component,GO:0045202
CACNA1C,biological_process,GO:0006816
CACNA1C,cellular_component,GO:0043204
CACNA1C,cellular_component,GO:0045211
CACNA1C,molecular_function,GO:0005262
CACNA1C,biological_process,GO:0034220
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0042383
CACNA1C,cellular_component,GO:0014069
CACNA1C,cellular_component,GO:0005886
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005245
CACNA1C,molecular_function,GO:0005245
CACNA1C,cellular_component,GO:0030315
CACNA1C,cellular_component,GO:0098839
CACNA1C,biological_process,GO:0098703
CACNA1C,cellular_component,GO:0005891
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0007204
CACNA1C,biological_process,GO:0035115
CACNA1C,biological_process,GO:0007507
CACNA1C,biological_process,GO:0010881
CACNA1C,cellular_component,GO:0030018
CACNA1C,molecular_function,GO:0086056
CACNA1C,biological_process,GO:0086002
CACNA1C,biological_process,GO:0086045
CACNA1C,biological_process,GO:0086091
CACNA1C,biological_process,GO:0086012
CACNA1C,biological_process,GO:0086064
CACNA1C,biological_process,GO:0043010
CACNA1C,biological_process,GO:0098911
CACNA1C,biological_process,GO:0070588
CACNA1C,biological_process,GO:0045762
CACNA1C,molecular_function,GO:0051393
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0034702
CACNA1C,molecular_function,GO:0008331
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0061577
CACNA1C,biological_process,GO:0061577
CACNA1C,cellular_component,GO:1990454
CACNA1C,molecular_function,GO:0086007
CACNA1C,biological_process,GO:0061337
CACNA1C,biological_process,GO:0098912
CACNA1C,biological_process,GO:0010881
CACNA1C,biological_process,GO:0002520
CACNA1C,biological_process,GO:0035585
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0016020
CACNA1C,biological_process,GO:0006811
CACNA1C,biological_process,GO:0055085
CACNA1C,molecular_function,GO:0005245
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
CACNA1C,molecular_function,GO:0005515
CACNA1C,cellular_component,GO:0045202
CACNA1C,biological_process,GO:0006816
CACNA1C,cellular_component,GO:0043204
CACNA1C,cellular_component,GO:0045211
CACNA1C,molecular_function,GO:0005262
CACNA1C,biological_process,GO:0034220
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0042383
CACNA1C,cellular_component,GO:0014069
CACNA1C,cellular_component,GO:0005886
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005245
CACNA1C,molecular_function,GO:0005245
CACNA1C,cellular_component,GO:0030315
CACNA1C,cellular_component,GO:0098839
CACNA1C,biological_process,GO:0098703
CACNA1C,cellular_component,GO:0005891
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0007204
CACNA1C,biological_process,GO:0035115
CACNA1C,biological_process,GO:0007507
CACNA1C,biological_process,GO:0010881
CACNA1C,cellular_component,GO:0030018
CACNA1C,molecular_function,GO:0086056
CACNA1C,biological_process,GO:0086002
CACNA1C,biological_process,GO:0086045
CACNA1C,biological_process,GO:0086091
CACNA1C,biological_process,GO:0086012
CACNA1C,biological_process,GO:0086064
CACNA1C,biological_process,GO:0043010
CACNA1C,biological_process,GO:0098911
CACNA1C,biological_process,GO:0070588
CACNA1C,biological_process,GO:0045762
CACNA1C,molecular_function,GO:0051393
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0034702
CACNA1C,molecular_function,GO:0008331
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0061577
CACNA1C,biological_process,GO:0061577
CACNA1C,cellular_component,GO:1990454
CACNA1C,molecular_function,GO:0086007
CACNA1C,biological_process,GO:0061337
CACNA1C,biological_process,GO:0098912
CACNA1C,biological_process,GO:0010881
CACNA1C,biological_process,GO:0002520
CACNA1C,biological_process,GO:0035585
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0016020
CACNA1C,biological_process,GO:0006811
CACNA1C,biological_process,GO:0055085
CACNA1C,molecular_function,GO:0005245
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
CACNA1C,molecular_function,GO:0005515
CACNA1C,cellular_component,GO:0045202
CACNA1C,biological_process,GO:0006816
CACNA1C,cellular_component,GO:0043204
CACNA1C,cellular_component,GO:0045211
CACNA1C,molecular_function,GO:0005262
CACNA1C,biological_process,GO:0034220
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0042383
CACNA1C,cellular_component,GO:0014069
CACNA1C,cellular_component,GO:0005886
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005245
CACNA1C,molecular_function,GO:0005245
CACNA1C,cellular_component,GO:0030315
CACNA1C,cellular_component,GO:0098839
CACNA1C,biological_process,GO:0098703
CACNA1C,cellular_component,GO:0005891
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0007204
CACNA1C,biological_process,GO:0035115
CACNA1C,biological_process,GO:0007507
CACNA1C,biological_process,GO:0010881
CACNA1C,cellular_component,GO:0030018
CACNA1C,molecular_function,GO:0086056
CACNA1C,biological_process,GO:0086002
CACNA1C,biological_process,GO:0086045
CACNA1C,biological_process,GO:0086091
CACNA1C,biological_process,GO:0086012
CACNA1C,biological_process,GO:0086064
CACNA1C,biological_process,GO:0043010
CACNA1C,biological_process,GO:0098911
CACNA1C,biological_process,GO:0070588
CACNA1C,biological_process,GO:0045762
CACNA1C,molecular_function,GO:0051393
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0034702
CACNA1C,molecular_function,GO:0008331
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0061577
CACNA1C,biological_process,GO:0061577
CACNA1C,cellular_component,GO:1990454
CACNA1C,molecular_function,GO:0086007
CACNA1C,biological_process,GO:0061337
CACNA1C,biological_process,GO:0098912
CACNA1C,biological_process,GO:0010881
CACNA1C,biological_process,GO:0002520
CACNA1C,biological_process,GO:0035585
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0016020
CACNA1C,biological_process,GO:0006811
CACNA1C,biological_process,GO:0055085
CACNA1C,molecular_function,GO:0005245
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
CACNA1C,molecular_function,GO:0005515
CACNA1C,cellular_component,GO:0045202
CACNA1C,biological_process,GO:0006816
CACNA1C,cellular_component,GO:0043204
CACNA1C,cellular_component,GO:0045211
CACNA1C,molecular_function,GO:0005262
CACNA1C,biological_process,GO:0034220
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0042383
CACNA1C,cellular_component,GO:0014069
CACNA1C,cellular_component,GO:0005886
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005245
CACNA1C,molecular_function,GO:0005245
CACNA1C,cellular_component,GO:0030315
CACNA1C,cellular_component,GO:0098839
CACNA1C,biological_process,GO:0098703
CACNA1C,cellular_component,GO:0005891
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0007204
CACNA1C,biological_process,GO:0035115
CACNA1C,biological_process,GO:0007507
CACNA1C,biological_process,GO:0010881
CACNA1C,cellular_component,GO:0030018
CACNA1C,molecular_function,GO:0086056
CACNA1C,biological_process,GO:0086002
CACNA1C,biological_process,GO:0086045
CACNA1C,biological_process,GO:0086091
CACNA1C,biological_process,GO:0086012
CACNA1C,biological_process,GO:0086064
CACNA1C,biological_process,GO:0043010
CACNA1C,biological_process,GO:0098911
CACNA1C,biological_process,GO:0070588
CACNA1C,biological_process,GO:0045762
CACNA1C,molecular_function,GO:0051393
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0034702
CACNA1C,molecular_function,GO:0008331
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0061577
CACNA1C,biological_process,GO:0061577
CACNA1C,cellular_component,GO:1990454
CACNA1C,molecular_function,GO:0086007
CACNA1C,biological_process,GO:0061337
CACNA1C,biological_process,GO:0098912
CACNA1C,biological_process,GO:0010881
CACNA1C,biological_process,GO:0002520
CACNA1C,biological_process,GO:0035585
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0016020
CACNA1C,biological_process,GO:0006811
CACNA1C,biological_process,GO:0055085
CACNA1C,molecular_function,GO:0005245
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
CACNA1C,molecular_function,GO:0005515
CACNA1C,cellular_component,GO:0045202
CACNA1C,biological_process,GO:0006816
CACNA1C,cellular_component,GO:0043204
CACNA1C,cellular_component,GO:0045211
CACNA1C,molecular_function,GO:0005262
CACNA1C,biological_process,GO:0034220
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0042383
CACNA1C,cellular_component,GO:0014069
CACNA1C,cellular_component,GO:0005886
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005245
CACNA1C,molecular_function,GO:0005245
CACNA1C,cellular_component,GO:0030315
CACNA1C,cellular_component,GO:0098839
CACNA1C,biological_process,GO:0098703
CACNA1C,cellular_component,GO:0005891
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0007204
CACNA1C,biological_process,GO:0035115
CACNA1C,biological_process,GO:0007507
CACNA1C,biological_process,GO:0010881
CACNA1C,cellular_component,GO:0030018
CACNA1C,molecular_function,GO:0086056
CACNA1C,biological_process,GO:0086002
CACNA1C,biological_process,GO:0086045
CACNA1C,biological_process,GO:0086091
CACNA1C,biological_process,GO:0086012
CACNA1C,biological_process,GO:0086064
CACNA1C,biological_process,GO:0043010
CACNA1C,biological_process,GO:0098911
CACNA1C,biological_process,GO:0070588
CACNA1C,biological_process,GO:0045762
CACNA1C,molecular_function,GO:0051393
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0034702
CACNA1C,molecular_function,GO:0008331
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0061577
CACNA1C,biological_process,GO:0061577
CACNA1C,cellular_component,GO:1990454
CACNA1C,molecular_function,GO:0086007
CACNA1C,biological_process,GO:0061337
CACNA1C,biological_process,GO:0098912
CACNA1C,biological_process,GO:0010881
CACNA1C,biological_process,GO:0002520
CACNA1C,biological_process,GO:0035585
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0016020
CACNA1C,biological_process,GO:0006811
CACNA1C,biological_process,GO:0055085
CACNA1C,molecular_function,GO:0005245
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
CACNA1C,molecular_function,GO:0005515
CACNA1C,cellular_component,GO:0045202
CACNA1C,biological_process,GO:0006816
CACNA1C,cellular_component,GO:0043204
CACNA1C,cellular_component,GO:0045211
CACNA1C,molecular_function,GO:0005262
CACNA1C,biological_process,GO:0034220
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0042383
CACNA1C,cellular_component,GO:0014069
CACNA1C,cellular_component,GO:0005886
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005245
CACNA1C,molecular_function,GO:0005245
CACNA1C,cellular_component,GO:0030315
CACNA1C,cellular_component,GO:0098839
CACNA1C,biological_process,GO:0098703
CACNA1C,cellular_component,GO:0005891
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0007204
CACNA1C,biological_process,GO:0035115
CACNA1C,biological_process,GO:0007507
CACNA1C,biological_process,GO:0010881
CACNA1C,cellular_component,GO:0030018
CACNA1C,molecular_function,GO:0086056
CACNA1C,biological_process,GO:0086002
CACNA1C,biological_process,GO:0086045
CACNA1C,biological_process,GO:0086091
CACNA1C,biological_process,GO:0086012
CACNA1C,biological_process,GO:0086064
CACNA1C,biological_process,GO:0043010
CACNA1C,biological_process,GO:0098911
CACNA1C,biological_process,GO:0070588
CACNA1C,biological_process,GO:0045762
CACNA1C,molecular_function,GO:0051393
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0034702
CACNA1C,molecular_function,GO:0008331
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0061577
CACNA1C,biological_process,GO:0061577
CACNA1C,cellular_component,GO:1990454
CACNA1C,molecular_function,GO:0086007
CACNA1C,biological_process,GO:0061337
CACNA1C,biological_process,GO:0098912
CACNA1C,biological_process,GO:0010881
CACNA1C,biological_process,GO:0002520
CACNA1C,biological_process,GO:0035585
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0016020
CACNA1C,biological_process,GO:0006811
CACNA1C,biological_process,GO:0055085
CACNA1C,molecular_function,GO:0005245
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
CACNA1C,molecular_function,GO:0005515
CACNA1C,cellular_component,GO:0045202
CACNA1C,biological_process,GO:0006816
CACNA1C,cellular_component,GO:0043204
CACNA1C,cellular_component,GO:0045211
CACNA1C,molecular_function,GO:0005262
CACNA1C,biological_process,GO:0034220
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0042383
CACNA1C,cellular_component,GO:0014069
CACNA1C,cellular_component,GO:0005886
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005516
CACNA1C,molecular_function,GO:0005245
CACNA1C,molecular_function,GO:0005245
CACNA1C,cellular_component,GO:0030315
CACNA1C,cellular_component,GO:0098839
CACNA1C,biological_process,GO:0098703
CACNA1C,cellular_component,GO:0005891
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0007204
CACNA1C,biological_process,GO:0035115
CACNA1C,biological_process,GO:0007507
CACNA1C,biological_process,GO:0010881
CACNA1C,cellular_component,GO:0030018
CACNA1C,molecular_function,GO:0086056
CACNA1C,biological_process,GO:0086002
CACNA1C,biological_process,GO:0086045
CACNA1C,biological_process,GO:0086091
CACNA1C,biological_process,GO:0086012
CACNA1C,biological_process,GO:0086064
CACNA1C,biological_process,GO:0043010
CACNA1C,biological_process,GO:0098911
CACNA1C,biological_process,GO:0070588
CACNA1C,biological_process,GO:0045762
CACNA1C,molecular_function,GO:0051393
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0034702
CACNA1C,molecular_function,GO:0008331
CACNA1C,molecular_function,GO:0008331
CACNA1C,biological_process,GO:0061577
CACNA1C,biological_process,GO:0061577
CACNA1C,cellular_component,GO:1990454
CACNA1C,molecular_function,GO:0086007
CACNA1C,biological_process,GO:0061337
CACNA1C,biological_process,GO:0098912
CACNA1C,biological_process,GO:0010881
CACNA1C,biological_process,GO:0002520
CACNA1C,biological_process,GO:0035585
CACNA1C,biological_process,GO:0060402
CACNA1C,cellular_component,GO:0016020
CACNA1C,biological_process,GO:0006811
CACNA1C,biological_process,GO:0055085
CACNA1C,molecular_function,GO:0005245
CACNA1C,biological_process,GO:0070588
CACNA1C,cellular_component,GO:0005891
CACNA1C,molecular_function,GO:0005216
CACNA1C,cellular_component,GO:0005737
CACNA1C,cellular_component,GO:0016020
CACNA1C,cellular_component,GO:0042995
CACNA1C,molecular_function,GO:0046872
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0005886
CACNA1C,cellular_component,GO:0030425
